Label,First release,Last release,Releases
Rumble Fish Corporation,1993,2003,18
Rumble Records,1992,1993,25
Rumble Tum Jum,1994,1995,12
Rumblestrip Records,1994,1996,17
Rumenal Records,1985,1995,17
Rumhäng Rekordz,2000,2004,17
Rumillajta Recordings,1983,1987,11
Rumor Records,1998,1998,14
Rumpelstiltskin,1984,1988,11
Rumytiana Records,1989,1997,25
Runaway,1981,1981,14
Runaway Records (9),1988,1996,15
Rund Um Den Watzmann,1990,1998,18
Runes & Men,2001,2002,12
Runn Records,1994,1995,13
Running Records (3),1989,1993,14
Rural Grit Records,1998,1999,11
Rush Associated Labels Recordings,1995,2003,17
Rush Production Records,1996,2003,15
Rush Records (4),1996,1996,12
Rushmore Recordings,2004,2004,13
Rushmore Records,2005,2005,24
Russian Compact Disc,1994,1995,21
Russian Roulette Recordings,1996,2001,11
Rust Belt Records,1992,1994,18
Rust Records (3),1998,2001,16
Rustic Records (3),2000,2000,12
Rusty Diamond Records,2002,2002,11
Rusty International,1982,1983,20
Rusz Głowom!,1996,1996,14
Ruta 66,1986,1991,13
Ruta 66 Records (2),1994,1994,16
Rx Remedy,1995,1996,15
RyRalio,2002,2004,23
Rydeen,1995,1996,14
Ryker,1984,1984,21
Ryko Distribution,1986,1986,16
Rykomusic,2000,2001,11
Rym Musique,1996,1997,14
Rymur,1994,1997,14
Rythmix,1997,1998,12
Rádio Cidade FM,1995,2002,14
Rádio Most,1997,1998,12
Rádio Renascença,1982,2000,18
Régie 4,1988,1993,11
Réseau Alternatif,1985,1987,15
Rö-Mo Records,1991,1996,14
Röder Media Service,1997,2004,12
Rütli Records,1982,1996,14
S & J Sound,1993,2002,13
S + F,1996,1996,14
S Records (3),1992,1992,22
S Records (4),2000,2000,20
S Series,1992,1992,17
S Sound,2000,2001,17
S'agita Recordings,1999,2003,22
S-Presso,1998,1999,13
S-Skivor,1984,1984,20
S.A.D. Music,2004,2005,21
S.A.R.L Zouk,1999,1999,18
S.B.A./GALA Records,1993,2002,12
S.C.O.M.,1984,1984,14
S.E.S. Entertainment,2001,2004,11
S.E.X. Records,1986,1987,12
S.I.N. New Music Program,1997,1999,12
S.I.S. Records,1997,1997,12
S.K.A.M.,1993,1994,13
S.M.D Records,2002,2004,21
S.M.F. Music Shop,2001,2002,12
S.O.D. The Sound Of Detroit,1994,1995,13
S.O.L. Music Works,1997,1997,15
S.O.R. Recordings,1990,1993,15
S.O.S. Records (2),2000,2000,12
S.O.U.L.,2001,2004,15
S.O.U.N.D. Recordings,1983,1987,11
S.P.E. Records,1988,1989,24
S.Stack Company Limited,1995,2001,13
S2 Records (3),1998,1999,12
S3 Ibiza,1997,1997,12
S3 Prague,1996,1997,12
S5 Red Active,1999,2000,24
S7 Records,1998,2003,15
SAC Records,1998,2004,13
SAM,1995,2000,13
SAM Records (2),1984,1987,23
SAM Records (4),1992,2001,12
SAP Records,1993,2002,22
SAR Records (3),1984,1998,11
SATV (2),1997,2002,21
SAUK Music,2005,2005,12
SAWT Nassim,1985,1986,11
SB Music (2),1982,1991,11
SBI Records,1994,1996,12
SBK Songs,1987,1987,12
SCHOTT,1990,2003,18
SDD,1996,1996,16
SDR Music,1995,1996,11
SDV Tonträger,1987,1990,25
SE TV,1992,1992,12
SEAMUS,1994,2003,14
SEDM / OASIS,1988,1995,18
SENTI Records,1981,1988,15
SEP Music,1992,1992,13
SFH,1999,1999,15
SFI Kassettenzeitung,1987,1988,14
SFX,1995,1995,20
SFX (3),1981,1981,21
SG International,1988,1988,14
SGM Records (2),1999,2001,19
SGV Records,1985,2002,18
SHJ Records,1987,1991,18
SHM Tapes,1985,1989,18
SIS,1980,1994,13
SIT (2),1980,1980,13
SK Records,1981,1982,11
SKC Niš,1986,1986,13
SKD,1987,1988,16
SKI Records (4),1988,2002,19
SKP Records (2),2003,2005,25
SL Records (3),1981,1983,24
SL Sound (2),2000,2001,13
SLC Inc.,1991,1995,25
SLP Productions,1991,1994,12
SM (2),1997,1997,11
SMA Records,1981,1982,13
SMALL,1995,1997,11
SMC Entertainment,1986,1994,11
SMC Records (2),1994,1994,13
SMD,1993,1994,19
SMD Records (3),1993,1994,19
SME (6),1998,1999,14
SME Visual Works Inc.,1999,2001,17
SMMania Records,1992,1994,20
SMS Sun Moon Stars,2002,2004,14
SMV Enterprises (2),1997,2001,19
SO.DA Music,1997,1998,11
SOAP Records (3),1998,1998,21
SOARMEC Discos,1996,1998,11
SOCO Audio,2001,2001,15
SOH (2),1981,1985,17
SOM (4),1989,2002,11
SOM Recordings,1986,1988,18
SONRISA,1983,1986,23
SONY BMG Music Entertainment (Ireland),2005,2005,25
SOS Music (3),1998,1999,11
SOS Records (4),1982,1986,20
SOS-Music,1988,1993,12
SP Groove Records,2002,2004,20
SP SUPPAMITR,1989,1990,24
SPA,1986,1991,23
SPE Visual Works,1998,1999,24
SPM Records,1987,1988,20
SPV Dancefloor,1995,1995,22
SPV USA,1987,1988,21
SPV Video,1988,1999,13
SQN Cassettes & Records,1983,1984,12
SR (6),1985,1985,13
SR Recordings,2001,2003,11
SRC (6),1988,1993,24
SRO,1987,1987,11
SRO Records (2),1997,1997,17
SRP Records (6),1980,1984,11
SRR,2003,2004,14
SRS Records (3),1981,1982,23
SS Music Ltd.,1980,1982,13
SS20 Records,1983,1986,14
SSK,2000,2001,11
SSM Records (2),1986,1986,11
SSP Records (4),1980,1980,12
STI Records,1983,1991,17
STIP Underground,1995,1996,17
STR Digital Records,1996,1999,21
STX Records,1999,2004,25
SUB-lime Records U.K.,1998,1998,20
SUBverse Recordings,2003,2003,13
SVR (Seven Valley Records),1993,1993,13
SW7 Records,1999,2002,18
SWEET LAKE,1991,1997,20
SWOM Records Braunschweig,1985,1993,14
SYL:LABEL,1999,2000,13
SYN Records,1995,1995,14
SZJ Kiadó,1999,2001,11
Saba (9),1994,1996,16
Saban Records & Music,1981,1982,23
Saban Records (2),1997,1997,13
Sabotage Systems,2003,2003,21
Sabra Muziek,1992,1993,11
Sabre Toque Records,1993,1993,11
Sacco & Vanzetti Records,1992,1995,12
Sachimay Records,1997,2002,24
Sacko Production,1981,1983,13
Sacodisc International,1980,1982,20
Sacral,1989,1990,24
Sacred Beats,2000,2001,12
Sacred Groove Records,1989,2003,16
Sacred Heart Records,1991,1992,11
Sacrifice,2000,2002,14
Sacro K-Baalismo,1997,1999,21
Sadaf Stereo,2000,2005,16
Saddlestone Records,1988,1992,22
Sadistic Records,1999,2001,18
Safari Music (2),1990,2001,12
Safe As Milk,1999,2003,17
Safe In Sound Music,2002,2003,14
Safe Music,1990,1993,11
Safety Net,1982,1989,23
Saga (9),1993,1999,18
Sagaloops,2000,2003,16
Sage Records,2002,2003,12
Sagittarius,1981,1982,11
Sagittarius Recording Company,1980,1982,19
Sagliocco Records,1995,1996,25
Sahara,2003,2003,16
Saigon Audio,1990,1995,11
Saint Records (3),1991,1993,20
Sajay,2003,2003,25
Sak Pasé Records,2004,2004,15
Sakman Prodüksiyon,2000,2002,11
Sala Maravillas,1996,1997,14
Salabert Actuels,1988,1990,15
Salad,2000,2004,24
Salad Dressing Records,1993,2001,12
Sale Records,2000,2004,13
Salem 1692 Productions,1999,2002,12
Salinas Record,1992,1996,14
Salmon Records,1993,1994,15
Salpeter Records,2000,2004,16
Salsa,1980,1982,22
Salsa Internacional,1980,1982,20
Salt Peanuts,1993,1996,12
Saltuk Plak,1987,1990,13
Salty Water Records,1997,1999,17
Salvation (2),2001,2004,15
Sam Records (3),1982,1989,25
Samadhi Musik,1999,2004,17
Sammasati Music,2002,2002,14
Sammich Records,1985,2003,19
Sammy Sparkle Records,1982,1984,14
Samoan Mafia Records,1995,1995,13
Sampalue,1994,1995,18
Sampony Distribution Inc.,1990,1992,13
Sampony Records,1991,1992,24
Samsa Records,2003,2003,18
Samson Music,1994,1997,17
Samsound,1991,1993,16
Samsung Entertainment Group,1996,1996,13
Samsung Nices,1993,1994,16
Samurai Music Corporation,1986,1988,13
San Francisco,1993,1998,16
San Juan Music,1993,2005,11
San Marino Performance,1998,2003,21
San Quentin Recordings,2003,2004,15
Sana Records,2001,2004,22
Sananda Records,2001,2005,20
Sanch,1987,1991,22
Sancsoul Records,2001,2004,15
Sanctuary Classics,2000,2004,14
Sanctuary Visual Entertainment (2),2002,2002,19
Sand (4),1994,1999,20
Sand Castle Records,1991,2002,12
Sandkvie Records,1994,2004,14
Sanft & Mutig,1986,1993,11
Sangeetha Live Cassettes,1985,1996,11
Sanity (2),1994,1996,14
Sanity Records,1982,1998,19
Sanjam,1996,2001,14
Sankara,1995,1998,24
Sanlih,1994,1995,25
Santana's World,2005,2005,12
Santiago Rebelde Records,1996,2001,11
Sanwood Studio,1990,2000,17
Sapeli,1983,1984,17
Saphir Records (2),1990,1992,11
Sapphire Records,1983,1984,22
Saptaswar,1984,1986,11
Sarab Sanjhi Gurbani,1996,2004,12
Sarabandas,1991,1992,13
Saraswati (2),1999,2000,15
Saraya Recordings,1993,1995,22
Sargam,1984,1986,16
Sarinjay Entertainment,2003,2003,15
Sarp,1987,1987,13
Sasanoha Records,1999,2000,12
Sash Productions,1989,1992,15
SatRx,2003,2004,14
Satan Records,1983,1990,11
Satan's Millennium Records Vinland,2002,2002,12
Satan's Nightmare,1984,1984,14
Satanachia Productions,1994,1995,13
Sateenkaari,1984,1986,14
Satellite City Recordings,1995,2002,14
Satellite Records (7),1986,1988,15
Satellite Records (9),1992,1998,19
Satellites,1986,1997,22
Satire Records,1998,2003,20
Satirino Records,2001,2003,16
Sativa (2),1995,1996,22
Satolep Music,1997,2000,12
Saturday Records,1987,1988,21
Satyricon Records (3),1988,1991,25
Sav It Out Records,2004,2004,21
Savage Beat!,2002,2004,12
Savage Records (2),1983,1984,11
Savana Records,1989,1989,15
Savannah Music,1986,1988,12
Savannah Records,1992,1992,18
Save The Werewolves Foundation,1996,1999,15
Save To Disc Recordings,2002,2003,19
Savgos Records,1984,1985,22
Saville Row,2003,2003,11
Savoy Jazz (2),1998,1998,13
Savoy Records (3),1987,1987,11
Savvy Records (4),1993,1997,11
Savvy Song Hits,1980,1980,11
Sawblade Misic,2002,2002,18
Sawtooth Recordings,1994,1996,11
Sawyer Hill Productions,1988,2000,19
Saxophonograph,1981,1985,19
Say Hey Records,2003,2005,14
Say What!? Records,1983,1984,15
Say-Ten Records,2001,2002,11
Sborra Records,1993,1994,15
ScHlup Records,2001,2004,13
Scab Bombardment Productions,2002,2002,14
Scabri Records,1983,1984,14
Scaldis,1986,1987,18
Scalen Distribution,1994,1998,19
Scalen Muzik Inc.,2003,2004,11
Scalp Records,1981,1981,18
Scamp,1993,1996,24
Scan Music,1985,1987,12
Scandalous Records,1996,1996,14
ScantraXXL,2005,2005,16
Scarecrow Music,1997,2002,14
Scared Hitless,1992,1994,18
Scarlet Productions,1999,2000,14
Scarlet Records (3),1988,1988,15
Scarlett Recordings,1989,1990,16
Scarred 4 Life Entertainment,1996,2005,21
Scat Records,1990,1992,11
Scattered Productions,1994,1996,12
Scene Central,1996,1997,16
Scenery Audio Archive,2004,2004,22
Scenescof,1995,2002,14
Schaaf Records,2003,2005,12
Schachtmeister Tapes,1982,1987,14
Schallpark Recordings,2003,2004,20
Scheißkasten Produkt,1986,1989,22
Schematics Records,1994,2000,20
Schenker,1980,1995,21
Schinderwies Productions,1998,2001,23
Schism,1988,1988,12
Schism Records,1993,2000,19
Schmid Records,1986,1991,16
Schnauf Records,1990,1995,20
Schnoog Räcords,1981,1998,23
Schoenwetter,2004,2004,18
School Of Meat Cutting,1991,1996,21
School Records,1997,1997,22
Schreckschuss Schallplatten,1981,1984,11
Schrott,1982,1984,15
Schutt Und Asche,1986,1987,11
Schuylkill Records,1996,1998,22
Schweinehundtapes,1990,1994,11
Schwoißfuaß GmbH,1992,1998,13
Schwoißfuaß-Label,1980,1993,18
Sci-Fi Records,1996,1996,11
Science Project,1994,1997,13
Scoff Records,1993,1996,12
Scoop (2),1998,1999,18
Scorcher,1980,1982,20
Score Classique,1981,1982,20
Score Music,2000,2000,22
Score Records (2),1980,1985,24
Scorn Recordings,1995,1995,18
Scorpio (9),1985,1989,13
Scorpio Music France,1993,1999,12
"Scorpio Music, Inc.",1988,1989,11
Scorpio Records,1989,1990,18
Scott Records (3),1992,1992,13
Scottish Arts Council,1999,2002,15
Scout Releases,1994,1996,19
Scrap,1985,1986,18
Scrapple Records,1999,2000,12
Scratch 'n' Sniff,1987,1990,16
Scratch Bladder Productions,1997,1997,13
Scratch Recordings,2003,2004,12
Scratched Records (2),1991,1992,14
Scream Records (9),1986,1990,17
Screamer,2004,2005,16
Screaming Oiseau,1986,1987,15
Screaming Target,1999,1999,13
Screen Air Television AB,1995,1999,17
ScreenSound Australia,1997,2001,19
Screwed Up Records,1998,2001,16
Scribble Jam Magazine,1999,2000,11
Scroll Records,2000,2000,11
Scum (3),1996,1996,11
Sea Breeze (2),1992,1992,15
Sea Bright Records,1986,1986,13
Sea Monkey,1996,1996,15
Sea Records (4),1989,1989,11
Seafarm Recs,1995,1996,13
Seagull,1993,2000,11
Seagull International,1996,1996,16
Seagull Music,1982,1986,19
Seagull Records (4),1982,1982,20
Sealed Fate,1996,1998,25
Seam Of Gold,1990,1998,16
Seamiew Records,2000,2003,20
Seara Records,1980,1987,13
Seaside (2),1990,1991,15
Seaside Recordings,1992,1996,17
Seasky,1999,2001,21
Second Guess Records,1993,1995,16
Second Label,1986,1989,14
Second Scene,1996,2003,20
Second Thought Records,2002,2003,18
Second Wave Records,1983,1984,23
Secret Agent Records,1996,1996,20
Secret Heart Records,1988,1991,13
Secret Planet,2004,2005,21
Secret Records (15),1987,1987,13
Secret Rival,1995,1995,14
Secret Society,1992,1992,11
Secret Song Records,1986,1986,11
Secret Trax,1999,1999,23
Secteur Ä,1998,2004,19
Secteur Ä Miziks,1999,2001,19
Section Zouk,1999,2001,21
Sedef Yapım Ltd. Şti.,1988,1990,14
Sedicav Production,1983,1996,22
Sedna Records,2004,2005,18
See For Miles Records Ltd. (2),1985,1986,21
Seed Records,1981,1990,20
Seeds Records,1990,1999,12
Seeds Records (2),1983,1991,22
Segnali Caotici,2000,2005,18
Seico Corp Recordings,1997,1997,17
Seismic Records,1992,1994,17
Seka Records,1994,1994,19
Sekel (2),2001,2001,14
Sekhmet Records,2002,2003,12
Selah Records,1999,2001,12
Seldom Scene Records,1995,1999,16
SelecTone Records,2002,2003,12
Select,1989,1992,18
Selecta Records,1995,1996,20
Selected Music,1993,1993,21
Selene Records,1991,1994,18
Self Core Records,2004,2005,11
Self Rising Records,1991,1993,15
Selfish Fucker Records,2000,2002,23
Sell-Out Activities,1988,1988,11
SelleS Enterprises,1997,1998,14
Sello Autor,1999,2003,23
Sellwell Productions,1999,2001,17
Semaphore Entertainment Group,1993,1994,11
Semaphore GmbH,1993,1997,15
Semiconscious Media,1999,2003,11
Seminola Records,1996,1997,12
Semiotexterie,1988,1990,11
Sempiterna Mutatio,1994,1994,11
Semplice,1996,1996,23
Sempre Music,1999,2001,17
Semtex Recordings,1994,1996,14
Semtexx,1992,1994,12
Senator Film,1997,1999,16
Sensation Records (8),1999,1999,13
Sense Productions,1994,1995,18
Senseless Gebollah,1991,1992,15
Sensitive Music,1994,1994,11
Sensitive Wormrile,1994,1995,20
Sensory Overload Records,1999,2003,11
Sensory Overload Records (2),2003,2004,11
Sensory Violation,1999,2000,23
Sensual Records,1996,1998,11
Sensual Underground Ministries,1993,1998,19
Sentemo Records,1991,1994,22
Sentient Audio Collective,2005,2005,25
Seperator,1998,1999,11
Sephora Music,1994,1999,11
Sepia Tone,2002,2002,15
"September Culture International, Ltd",2000,2001,15
Seraph Records,1996,1999,14
Serengeti,1982,1985,22
Serengeti Sirocco Ltd.,1989,1990,13
Serenity Recordings,2003,2004,17
Serenity Records,1984,2001,15
Serial Killers Haircut,1998,1998,11
Serie,2000,2005,24
Serious Gold,1983,1983,16
Serious Records (12),1999,1999,13
Serious Sounds,1988,1994,13
Seriously Groovy Music,1996,2004,11
Seriously Groovy Music Ltd.,1999,1999,19
Sermit Records,1995,2001,11
Serval Records,1985,2003,11
Service Records (2),1996,1998,17
Sesam Video,1982,1991,13
Sesame Records,1996,1998,14
Sesame Street,1984,1987,15
Sesed Out Records,1996,2005,14
Session (3),1985,1988,12
Set,1997,2001,18
Set Fire To My Home,2002,2002,14
Setteottavi,2003,2005,15
Seven Eleven Records,1996,2003,16
Seven Gods Records,1990,1990,18
Seven Lucky Records,1995,1999,15
Seven Records (9),2000,2001,14
Seven Thunders Records,1983,1996,12
Seven Worlds Records,1993,1998,13
Seventh Street Records,1999,1999,13
Several Bleeds Records,2003,2004,21
Sexcite Records,1995,1996,23
Sexy Diablo,1997,1997,12
Sexy Toys Records,2002,2003,12
Seydenfaden,1984,1987,21
Sfera Records,1998,2000,13
Sfinx Music,1986,1989,25
Sgt Peppers,1989,1989,14
Sha La Vah Records,1986,1986,19
Sha-Boom Records,1996,2003,21
ShaRiRa Records,1993,1994,18
Shabach Entertainment,1999,2001,13
Shadetek Records,2001,2004,11
Shadow Canada,1987,1991,15
Shadow Cryptic,2002,2003,23
Shadow Records (33),1996,1997,21
Shadow Records (7),1984,1985,12
Shadowline Records,1987,1987,11
Shady Lane Records,2003,2005,14
Shaft Records,1995,1997,14
Shag Power Records,1983,1984,13
Shake Records,2002,2005,13
Shake Records (5),1980,1980,11
Shake Records (6),1982,1985,23
Shake Up,1998,1999,17
Shakedown,2002,2003,20
Shakedown (2),1989,1990,13
Shaken Not Stirred,1995,1999,25
Shakes,1995,1996,21
Shakti,2001,2003,12
Shaman Work Recordings,2003,2005,11
Shambala Records,1998,2004,11
Shampoo,1995,1995,20
Shamrock Records (3),2001,2001,20
"Shamrock-N-Roll, Inc.",1994,2005,25
Shan-Shan,1982,1982,23
Shanachie Entertainment Corporation,1992,1993,20
Shang Records,1993,1998,18
Shanghai,1982,1985,19
Shangri-La Records,1993,1994,12
Shangul Records,1992,1999,14
Shantell Records,1990,1998,12
Shantih Records,1981,1990,12
Shanty Town,1994,1995,18
Shaped Harmonics,2001,2003,11
Share Records (3),1991,1991,14
Shark,2003,2004,12
Shark (3),1993,1993,14
Shark Attack!,1998,2001,11
Sharp Records (2),1982,1987,14
Shatter Records,1981,1983,18
Shaï,1999,2001,12
She's Gone Records,2000,2000,12
SheLan Records,1981,1995,13
Shed Records (6),1991,1996,12
Sheeba,1996,1999,23
Sheer Records,1995,2001,16
ShelfLife,2000,2000,12
Shellshock Music Force,1996,1996,21
Shellwood Productions,1997,1997,12
Shelter Records (7),1984,1986,16
Shepherd's Heart Music,1989,1992,19
Sheppey Records And Publications,1989,1989,22
Sheriff Records,1998,1999,14
Shibuya Records,2000,2000,22
Shield Records,1996,1997,11
Shift Music & Media,1999,2004,14
Shift Recordings,1997,1997,17
Shindig Records (2),1989,1989,11
Shine Recordings,2002,2004,15
Shinemusic,2004,2004,23
Shines Records,2005,2005,18
Shining Hour Records,1991,1993,20
Shiny Entertainment,1997,2000,11
Shiro Records,1991,1994,24
Shit Attack Records,1994,1995,13
Shlepp Records,1999,2004,16
Shock City,1996,1997,21
Shock Records (10),2002,2002,25
Shockers,2000,2002,23
Shocking Records (2),1989,1991,16
Shockout,2003,2003,25
Shockwave Records,1991,1992,11
Shogun,1987,1987,11
Shok Muzik,2005,2005,11
Shooba-Doobah Records,1996,1998,21
Shoot The Sun,2001,2001,24
Shoot-Down Records,2002,2002,23
Shooting Star (2),1996,1998,16
Shootingstar Records,1998,2000,19
Shoplifter Records,2003,2005,19
Shoreline Records Inc.,1997,2002,21
Short Egg Records,1994,1997,14
Shot Down Records,1994,1995,16
Shot Of Salvation,1994,1994,11
Shot Records (2),1998,2001,19
Shou Records,1996,1999,12
Shout (2),1982,1983,16
Show Piece,1995,1995,13
Showbiz Records,1991,1991,12
Showmusic Records,1981,1981,22
Showroom Records,1988,1988,11
Showstoppers!,1986,1999,17
Showtime Records (2),1993,1993,11
Shpastic Elastic Records,1999,2001,11
Shree Krishna Audio,2003,2003,11
Shriekback,2001,2003,11
Shroom Co. Records,1996,1996,16
Shufty,2003,2003,13
Shure Recordings,1999,1999,13
Shurfine Gospel Record Co.,1983,1994,25
Shurfine Gospel Records,1986,1991,15
Shut Em Down Records,2000,2000,17
Shute Records,1994,1996,11
Shuttle Music (2),1992,1994,12
