Label,First release,Last release,Releases
DeSultory Productions (DövStum),1993,1994,8
Dea Music,1992,1993,7
Dead Again Records,2000,2000,5
Dead At Thirty Records,2003,2003,9
Dead Beat Records,1995,1996,5
Dead Bird,1991,1992,5
Dead But Dreaming,2001,2001,7
Dead Cow Records (2),1980,1986,10
Dead Digital,2002,2004,5
Dead Elvis Records,1992,1994,7
Dead Elvis Records (2),1994,1996,10
Dead End Limited,1997,1998,8
Dead End Records (5),1998,1998,5
Dead Eyed Records,2002,2004,6
Dead Fly Cuts,1996,1996,9
Dead Girl Records,2001,2002,7
Dead Girls,2002,2005,7
Dead Horse Records,1980,1997,6
Dead In Line Records,2000,2000,7
Dead Issue Records,1987,1997,5
Dead One,1996,1997,5
Dead Rats Produktions,1999,2001,7
Dead Soul Records,1994,1998,5
Dead Space Volume,2003,2004,10
Deadbeat Recordings,2004,2005,5
Deadfaith,1992,1992,10
Deadline Entertainment Group,1999,2003,7
Deadline Productions,1991,1992,6
Deadlock Records (2),2000,2002,7
Deadlock Records (3),1991,1992,5
Deadly Beefburger Records,1997,2005,6
Deadly Silly Ones,2004,2004,6
Deadly Venom Productions (2),1997,1998,5
Deadmen On Holiday,2001,2005,6
Deadself Recordings,1998,2000,5
Deadstock Bomb,2001,2001,6
Deaf Dumb Blind Records,1993,1993,9
Deafmosaic,2002,2002,10
Deagostini,1988,1989,10
Dealer's Choice Productions,1996,1996,5
Dean T. Fletcher,1993,1993,5
Dean's List Enterprises,2001,2001,6
Dearstereofan,2005,2005,6
Death Blow,1996,1998,7
Death By Blowjob,1994,1997,8
Death City Records,1992,1993,10
Death Factory,1995,1998,8
Death O'Clock,2002,2003,9
Death Pact Mailmusic,1988,1988,6
Death Rebel Music,1993,1993,7
Death Records,1992,1992,7
Death Records (2),1981,1987,10
Death To Posers Distro,2002,2005,9
Death Trap Records,1993,1993,7
Death Valley Records (4),1989,2001,8
Death's Abyss Productions,2002,2005,7
Death's Return Productions,1998,1998,5
DeathStruck Records,1999,2000,5
Deathbell,2001,2003,10
Deathcibel Production,1993,1998,7
Deathkrush Productions,2004,2004,7
Deathstill Records,2000,2004,10
Deathvastation Productions,1995,1996,8
Deathwind Productions,1995,1996,5
Debauchery Records,2003,2004,6
Debelis Records Argentina,1999,2000,9
Debris,1984,1988,8
Debussy Records,1989,1993,5
Debut Records (2),1988,1988,7
Decadance UK Recordings,2002,2004,9
Decade Collection,1989,1990,6
Decade Records (6),1997,2001,9
Decadrisco Records,2003,2004,8
Decagone,1988,1989,8
Decapolis,2000,2003,9
Decay Int.,1983,1985,5
Decay Records,1995,1995,6
Decay Records (2),1993,1996,6
Decay Records (5),2001,2001,5
Decca Elite,1981,1982,5
Decepticonz Records,1998,2000,7
Decibel Musiekmaatskappy (Edms) Beperk,1982,1985,8
Decibel Records,1994,1994,7
DecibelProd,2000,2000,5
Decibull Records,1998,1999,6
Decisive Records,1990,1995,9
Decktronics,2000,2000,9
Declick Productions,1995,1996,5
Deco Entertainment,2005,2005,6
Decode Recordings,1997,1998,10
Decoder Ring Records,1994,1994,6
Decomplex Deluxe,2004,2004,6
Decomposed Sounds,1999,2000,6
Decompression Records,1998,1998,5
Decontrol Records,1997,1997,6
Decore,1999,2001,8
Ded Beet Records,1991,1992,7
Dedada Music,1997,1997,5
Dedear Records,1996,2002,6
Dedfuk Records,1996,1997,8
Dedicace,1999,2000,8
Dedicated 2 Perfection,1996,1996,7
Dedicated Records (4),1998,1998,5
Dedkob,2003,2004,7
Dee Jay,1982,1982,7
Dee Jay Club,1994,1994,8
Dee Jay Records (3),1988,1989,5
Dee-Jay Records (2),1992,1993,9
Deejay,1982,1992,10
Deejay Records,1994,1994,6
Deejay24.com,2001,2001,7
Deep & Groovy Records,1995,1996,8
Deep Beats,1992,1992,7
Deep Cave Records,1995,1995,6
Deep Crap Records,1994,1994,7
Deep Cuts (2),1994,1994,5
Deep Dark Hard,2001,2003,5
Deep Den Records,2001,2002,10
Deep Departures,2002,2002,10
Deep Entertainment,1998,2000,8
Deep Future Recordings,2002,2005,6
Deep Groove Records,1991,1993,5
Deep Heat (3),1989,1989,9
Deep House Network Records,2003,2003,6
Deep Impact,1998,1999,7
Deep In The Game Records,1999,2000,5
Deep Inside Music,2004,2005,6
Deep Lever,2001,2005,7
Deep Music,1989,1994,8
Deep Night Essentials,2000,2001,9
Deep Note 808 Productions,1997,1999,5
Deep Note Productions,1997,1997,5
Deep Records (3),1991,1991,10
Deep Records GmbH,1996,1996,5
Deep Rooted,2004,2004,8
Deep Rooted Productions,1998,2000,6
Deep South Productions (2),1998,2003,8
Deep South Tycoons,2000,2001,6
Deep Space Recordings,2001,2002,8
Deep Thought Records,1995,1995,6
Deep Vibe Records,1996,1997,6
Deep Water Records,1980,1981,5
"Deep Worldwide Music, Inc.",1997,1997,8
Deep in the Heart of Texas Records,1998,2003,7
Deepdive Music,2001,2005,8
Deepercalling,2001,2005,5
Deepsouth Records,2000,2005,6
Deeptraxx Records,1999,2002,10
Deezal Records,1999,1999,7
"Def American Recordings, Inc.",1989,1995,5
Def American Visuals,1989,1992,5
Def City Records,1987,1990,5
"Def Jam Records, Inc.",1990,1996,9
Def Oriental,1998,2003,7
Def Soul (2),1999,2000,5
Def Valley Records,1989,1992,6
Def2Music,2003,2003,5
Defcon (3),1993,1993,8
Defcore Music,1995,2000,5
Defecation Nation Records,1997,1997,6
Defectapes,2002,2003,5
Defected (2),2001,2004,5
Defected Records,1999,2005,9
Defected Records Ltd.,2001,2005,5
Defenders L.O.S.,2004,2005,5
Deff House Records,1989,1996,5
Definite (2),1994,1995,8
Definite Choice Records,1997,2000,8
Definite Records (2),2003,2004,6
Definitely Something,1995,1995,5
Definition Of Techno,2004,2004,7
Definitive Records,2001,2001,10
Deformed Tapes,1983,1985,5
Defrey Music,1998,2001,8
Deft Recordings,2002,2002,7
Deftone Magazine,1998,1999,6
Defuzzed Records,2004,2005,6
Degenerate,1992,1994,8
Deguello Records,1996,1996,7
Dejavu (6),2003,2003,5
Dejavu Records,2004,2004,10
Dekadent Records,1996,1999,5
Del Paso Heights Entertainment,1997,2000,5
DelPrado Editeurs,1997,1997,7
Delabel (2),1999,2000,7
Delco Electronics,1986,1994,5
Delerium Records (2),1991,1999,6
Delfin (2),1989,1989,8
Delhusa Produkció,1994,1999,6
Delian League Records,2004,2004,10
Delic Records (2),1996,2002,6
Delicado,1999,1999,6
Delicious Multimedia,2002,2002,5
Delicious Vinyl (2),1996,1997,5
Delight Records (2),1997,1999,6
Delight Records (UK),2001,2002,8
Delikat Records,2002,2003,8
Delikatessen Records,2002,2004,9
Delilah Films Production,1988,2000,8
Delinquent Records (3),2005,2005,10
Deliria Noise Outfitters,1999,1999,5
Delirious (2),1992,1992,5
Delirious Recordings,1992,1992,9
Delirious Records (2),1996,1996,5
Delirium (2),1990,1991,6
Dellahouse Records,1999,2002,5
Delmar Record Company,1996,1996,6
Delorean Record Company,1984,1985,9
Delos International,1987,2002,6
"Delos International, Inc.",1983,2001,10
Delphi (2),1994,1995,9
Delphic Recordings,2004,2004,6
Delphine (3),1993,1999,6
DelphineMusik,2003,2004,10
Delta (14),1986,1988,9
Delta 9,1997,1999,7
Delta Disc Records,1983,2001,9
Delta Distribution,1999,1999,7
Delta Force,1995,1995,6
Delta Jazz,1995,2002,8
Delta Loop,1998,1998,5
Delta Moon Records (2),2002,2005,8
Delta Music (3),1997,1997,9
Delta Recording,1988,1989,8
Delta Recording Co.,1990,1991,5
Delta Records (8),1990,1996,5
Delta Records Polzer,1999,2005,9
Delta-MM Corp,2001,2002,7
Delude,2003,2005,10
Delux Records,1993,1994,6
Delux Records Inc.,1984,1984,6
Deluxe,1987,2005,5
Deluxe Entertainment,1998,1999,8
Deluxe Recording Corp.,2002,2002,10
Deluxe Recordz,2002,2003,6
Dem Bones,2002,2004,7
Demain La Veille,2003,2004,6
Demand (3),1996,2005,10
Demand Performance Cassettes,1985,1985,6
Demand Records,1992,1992,9
Demarc Music,1994,1994,6
Demented Mind Mill,1983,1986,6
Demetra,1996,1996,5
Demix,1988,1988,7
Demo Studio,1990,1995,5
Demolition Records (2),1996,1997,6
Demolition Records (3),1991,1993,5
Demolições Musicais,1995,1997,7
Demomusic International,1991,1998,5
Demon Beach Records,2000,2003,9
Demon Records (2),1987,1987,6
Demon Spirit Records,1994,1994,5
Demon Verbals,1984,1986,10
Demon-Records,1981,1994,8
Demonosound,1993,1993,10
Dempe Records,1999,1999,8
Demulcent Records,2003,2005,8
Den Den Music Group,2004,2004,9
Den Gode Firkant Records,1989,1989,5
Dendera,1988,1992,10
Dendrite Tapes,1988,1988,7
Dene Records,1980,1985,9
Denial Records,2003,2005,5
Denide,1997,1997,9
Deniz Müzik,1996,1996,5
Denmark Productions,1998,2001,6
Denoiser Ltd.,1998,1999,9
Denon Ambience,1997,1998,7
Denon Canada Inc.,1987,1990,5
Denon Repertoire,1987,1992,9
Denoris,1991,1994,8
Denoris Records Sdn Bhd,1991,1992,6
Density Recordings,1999,1999,6
Dental Records (2),1994,1998,7
Dental Records (3),2000,2000,5
Dental Records (UK),1998,1998,5
Denver,1984,2005,9
Denver Music Inc.,1983,1987,6
Deny Everything,2001,2003,8
Denyken Music,1994,1994,10
Denz Da Denz Recordings,1997,2001,9
Dep Wudz Entertainment,2002,2002,6
Departamento Del Distrito Federal,1984,1985,9
Deph Tone Recordings,2000,2001,5
Dephon,1990,1990,6
Deplorable Records,1999,2005,10
Deported Records,1994,1996,6
Depot Music,1986,2004,6
Deprivation Recordings Limited,2004,2005,6
Deprogrammed Productions,1993,1995,5
Depth (2),1997,1998,7
Depth Charge Records,1996,1997,5
Depth Of Field,1997,1997,8
Depth Records (2),1993,1993,5
Depth Records Ltd,2002,2003,7
Der Diskrete Charme,1982,1983,8
Der HörVerlag,1996,1998,7
Der Kosmische Penis,1987,1989,6
Der Letzte Schrei !,1981,1981,8
Der Meisterbetrieb,2002,2003,8
Der Verlag,1991,1997,6
Derby Street Music,1999,1999,6
Deroy Records,1999,2000,9
Derwent Howard,2002,2004,8
Des Chansons Sur Mesure,1996,2005,8
Des Enfants Du Paradis,1986,1989,7
Des Mutants Dans Le Décor,1995,1999,5
Desconocido Producciones,1984,1996,5
Desert Fish Records,2000,2005,7
Desert Island Collection,2002,2003,5
Desert Productions,1991,1991,6
Desert Rain,1994,1994,5
Desert Rain Records,1985,2003,9
Desert Rock Records,1985,1985,10
Desert Series Music,1995,2005,5
Desert Storm Rave Promotions,1994,1994,9
Desertion Of The Grave,1999,1999,7
Desertones,2000,2002,6
Desi Music Corporation,1998,2000,8
Desi Records,1993,1998,5
Desibel Music,1986,1997,5
Designo,2005,2005,7
Desire Company,1991,1996,9
Deskicia Discos,2003,2005,7
"Desobediencia Records, S.L.",1999,1999,6
Desolate Landscapes,2002,2004,10
Desperado Records (2),1995,1995,10
Desperadoz,1999,2002,7
Desperta Brasil,1982,1990,6
Dessert First Records,2000,2004,6
Dest Records,1995,1997,6
Destan Müzik Üretim,1993,1994,8
Destin-E Records,2003,2003,9
Destination (2),2004,2004,7
Destination Records,1995,2005,9
Destination Records (4),1996,1996,5
Destination Uranus,1989,1992,8
Destined To Fail Recordings,1999,2000,5
Destiny (9),1996,1997,6
Destiny Entertainment Corp.,1982,1982,5
Destiny Music (6),1993,1993,5
"Destiny Music, Inc.",2000,2001,8
Destiny Recordings (10),1990,1990,8
Destiny Recordings (2),1990,1991,5
Deston Songs,2000,2001,5
Destroin,2003,2004,7
Destroy Fascism Records,1993,1999,6
Destroy Records (2),1982,1983,9
Destructible,2005,2005,10
Destruktive Kommandoh,1996,1996,8
Det Beste A/S,1980,1980,8
Det Mi Records,1982,1983,7
Det Norske Samlaget,1995,2004,5
Deta,1999,2000,7
Detail Records,1986,1986,7
Detective (2),1982,1982,6
Detonator,2001,2001,7
Detour Records,1982,1982,7
Detroit Improvisation,2002,2004,10
Detroit Municipal Recordings,1992,1992,5
Detroit Noise Records,1998,1999,6
Detune,2002,2004,5
Deuce Deuce Feva Entertainment,1997,1997,5
Deus Ex Machina Records,1995,1995,9
Deus Vox Records,2004,2004,5
Deutsche Austrophon,1985,1987,7
Deutsche Austrophon GmbH,1987,1995,7
Deutsche Grammophon Favorit,1980,1982,7
Deutsche Grammophon Panorama,2000,2005,5
Deutsche Phono Akademie,1980,1992,6
Deutsche Vita,1989,2000,6
Deux Ex Machina,1982,1982,10
Devaness Records,1996,1996,6
Devastation,1994,1994,7
Devastation Records (2),1998,2003,5
Developed Music,2004,2004,6
Deviation Records,1994,1995,6
Devic Craft Cordings,2002,2003,8
DeviceHigh,1999,2001,5
Devil Metal Records,1999,2003,5
Devil Record Company,1981,1981,6
Devil Records,1996,1996,9
Devil Records (4),1981,1981,8
Devil Worship Records,2000,2005,8
Devil's Disciple Records,1982,1982,6
Devil's Weed Inc,1995,2000,8
Devils Choice,2001,2002,10
Devils Dandy Dogs,1983,1984,6
Devine Records (2),1980,1987,6
Devious Records (2),1980,1999,6
Devolution (2),2003,2003,5
Devon Mi Gente,1999,1999,5
Devon Records,1998,2000,6
Devotion (3),1997,2005,6
Devotion Dance,1993,1993,6
Devotion Records (3),2000,2002,6
Devsan Devran Müzik Prodüksiyon,1997,1999,7
Dewa Records,1997,1999,9
Dewdrops Records,1993,1993,8
Dewi Records,1990,1992,9
Dewlap Records,1995,1998,5
Dewtone,2004,2005,6
Dex Audio,1987,1987,8
Dexit Records,1997,1998,10
Dexo Music Center,1998,2000,5
Dexo Music Centre,1993,1995,6
Dexon,1990,1990,9
Dexton Grams Industries,1995,1999,5
Dextreme Records,2005,2005,6
Dharma Pop,1999,2004,6
Dharma Products,2000,2000,5
Di,1999,1999,9
Di Bomb Records,1995,1997,7
Di-Gei Music,1986,1986,7
Di-Lema Records,1992,1992,8
Diablo Music,1995,2005,5
Diablo Productions (2),2001,2004,7
Diablotins Editions,1981,1982,7
Diadem (4),1981,1984,10
Diadem Records (3),1998,1999,8
Diagram Records,2000,2001,9
Diahableries,2001,2004,5
Dial Emma,2001,2001,5
Dial Records,1987,1988,9
Dialect Records,1996,1998,5
"Dialen Promotions, INC.",1990,1990,5
Dialogos,2005,2005,6
Dialogue,2000,2000,10
Diamant (8),1986,1986,6
Diamant Productions,1987,1987,9
Diamond,1994,1994,6
Diamond (8),1991,1992,6
Diamond Collection,1983,1983,10
Diamond Cut Entertainment,1998,1999,10
Diamond Cut Records,1999,1999,6
Diamond Disque,1994,1994,5
Diamond Ditty Records,1999,1999,5
Diamond Duel Records,1985,1985,6
Diamond Head Records,1994,1994,6
Diamond Heads,1983,1983,5
Diamond Life Entertainment,1999,1999,5
Diamond Line,1998,1998,6
Diamond Marketing Arcade,1991,1991,5
Diamond Productions (2),2003,2004,8
Diamond Range,1998,1999,7
Diamond Records (10),1995,1999,10
Diamond Records (27),1987,1990,6
Diamond Records (44),1996,1997,5
Diamond Records (51),2002,2002,8
Diamond Records (8),1987,1987,10
Diamond Ring Records,1996,1997,6
Diamond Road Music,2004,2005,7
Diamond Row Records,2003,2003,6
Diamond Street Promotions,2002,2002,7
Diamond Studio,1990,2004,10
Diamond Touch (2),1998,1998,5
Diamond Tribe Records,2003,2003,5
Diamond Wight,2003,2003,7
Diamono Production,1997,2000,5
Diana Music (2),2004,2004,8
Diaphonica,1992,2003,9
Diario Córdoba,1995,1995,7
Diaspora Connections,1988,2005,7
Diaspora In Session,2003,2003,5
Diaspóra,2001,2002,5
Diavolo Records,1992,1999,7
Diaz Records,2002,2004,7
Dice Music Ltd.,1993,1993,10
Dice Records (8),2000,2002,8
Dick Clark Compact Discs,1986,1990,6
Dick Records (2),1993,1993,8
Dickinson Theatre Organ Society,1996,2003,6
Dicksong,1980,1988,6
Didakta,1992,1994,6
Didgeralia,1996,1997,5
Didier Production,1994,1996,6
Die Audiothek,2004,2005,9
Die Hard Rekerds,1998,1998,8
Die Letzte Konsequenz,1994,1998,7
Die Musikfirma Ariola GmbH,2001,2001,5
Die Schwarze 7,1987,1990,7
Die Tödliche Doris,1985,1986,6
Die Tödliche Doris Schallplatten,1989,1997,10
Die-Hard,1988,1989,6
Diehard Bloodline,2004,2005,5
Diehard Collective,2002,2002,7
Diehard Records (4),2001,2001,5
Diesel Boy Records,1994,1995,5
Diesel Groove Records,2000,2001,5
Diesel Records (3),1999,2001,9
Diesel Tech Records,2002,2003,8
Dieselhead Records (2),1993,1993,8
Diet Strychnine,2002,2003,7
Difference,2001,2001,7
Different City,2004,2005,9
Different Dance Records,1996,1997,8
Different Distribution,2003,2005,8
Different Style,1992,1999,5
Diffusion Breizh,1988,1993,9
Diffusion Culturelle,1990,1990,6
Dig Cassette,1994,1996,5
Dig Deep Records,1996,2001,10
Dig It USA International,1995,1995,8
Dig It!,1992,1994,6
Dig Records (10),2000,2002,5
Dig it!,1994,1995,6
Dig-Up! Records,1998,1998,5
Digalog Music,1995,1997,5
Digger Production,1993,1993,5
DigiMo Productions,2000,2000,6
DigiTalent,2004,2004,5
Digidance (2),2001,2001,5
Digidl,1993,1995,8
Digimix (4),1998,1998,7
Digimusic,2003,2003,8
Digipalma,1997,2003,5
Digital Audio Disc Corp.,1987,1992,5
Digital Audio Technologies Australia,1995,1995,9
Digital Blends,2003,2003,5
Digital Club Network,2001,2002,9
Digital Collective,2005,2005,5
Digital Dancefloor,1996,1996,5
Digital Dark Vision,1995,1999,7
Digital Dynamics Audio Inc.,1999,2005,5
Digital Experience,1992,1992,6
Digital Gold Classics,1992,1992,9
Digital Grooves,1992,1992,6
Digital Hardcore Recordings (DHR) (2),1996,1996,5
Digital House Ltd.,1990,1990,6
Digital Image Movie,2002,2002,5
Digital International Techno,1996,1996,5
Digital Kulcha,1991,1995,10
Digital Love,2002,2002,5
Digital Media Records (2),1994,2000,8
Digital Music Oltenia,2004,2004,8
"Digital Musicworks International, Inc.",2004,2004,8
Digital One,2000,2000,9
Digital Queen Archives,2004,2005,10
Digital Recordings (3),2002,2002,8
Digital Records (3),1980,1984,5
Digital Rhythmz,2000,2000,5
Digital Sound Prizm,1995,1995,8
Digital Sound Video,1985,1992,8
Digital Stamp Records,1995,1998,6
Digital Studio (3),1997,2000,5
Digital TER,1983,1994,9
Digital Voo-Doo Nagrania,2001,2005,6
Digitation Records,1996,1997,5
Digiton Records,1999,2001,5
Dignity Records (2),1986,1988,5
Dilan Müzik,1992,1995,8
Dilan Müzik Üretim,1992,1996,10
Dilema,1996,1997,5
Dilemma (2),1999,2002,9
Diligence,1984,1984,8
Dilo!,1994,1995,8
Dima Records,2001,2004,5
Dimal,1996,1996,5
Dime Abuelita Records,1999,2000,5
Dimensia Recordings,1998,2000,7
Dimension 3,1994,1995,10
Dimension Records (5),1986,1986,6
Dimension Records (8),2000,2000,5
Dimensions,1981,2003,6
Dimensions (2),2002,2002,5
Dimes Production,1998,1999,9
Diminutive,1996,1997,7
Dimman Records,2002,2005,5
Din A1 Records,1995,1996,6
Din Don Dan,2002,2002,7
Dinadica,1981,1983,10
Dinamyc Bt.,1986,1988,6
Dinastia Musical,1990,1992,8
Dine-A-Mite Jazz,1996,2000,7
Dinemec Classics,1994,1996,9
Dinero Rosa Records,2004,2005,6
Ding Dong,1994,1994,5
Ding Dong Ditch Records,1992,1993,7
Ding Dong Records,1992,1994,6
Dingerland,1996,1999,7
Dingus Records,2004,2004,8
Dining Room Records,1997,2005,5
Dink Records Ltd,1995,1995,6
Dino Music GmbH,1985,1991,9
Dino Music Pty Limited,1989,1994,5
Dinosaur,1989,1997,5
Dinosaur Discs,1980,1981,10
Dinosaur Entertainment Corporation,1996,1996,6
Diogenes,2000,2005,8
Dion Entertainment,1985,1985,5
Dionysion Productions,1997,1997,7
Dionysos,1980,1981,6
Diorama Records (2),1998,2001,5
Dioxin City Productions,2000,2000,8
Dip Recordings,1997,2002,9
Dipiù S.r.l.,2001,2003,6
Diplomat Inc.,2003,2003,8
Diplomata,1981,1982,7
Diplomatic Relations,1991,1992,5
Dipper,1996,2001,10
Dir-T-Dawg Records,1994,1996,5
Dircom Records,1988,1990,6
Direct Current,1995,1997,8
Direct Current Records,1993,1993,5
Direct Force,1991,1991,5
Direct Hit Entertainment Inc.,1992,1992,10
Direct Holdings Holland B.V.,1996,2004,7
Direct Impact Records,2004,2005,8
Direct Music Group,2003,2003,10
Direct Records (4),1980,1980,9
Direct Source SBR Inc.,1993,1994,6
Direct Styles,1998,1999,6
Direct Video,2002,2004,9
Dirt Inside Records,1999,2000,7
Dirt Records (3),1995,1995,5
Dirt Road Tapes,1991,1992,9
Dirt Style Records (2),1997,2000,5
Dirt Trax,2001,2001,5
Dirt Worx Entertainment,2004,2004,5
Dirtbomb,2003,2004,5
Dirtbox Records,1992,1999,6
Dirty Boot Music,1996,1998,5
Dirty Dance,1981,1981,7
Dirty Discs,1980,1980,8
Dirty Fabric,2005,2005,5
Dirty House Grooves,1999,2001,6
Dirty Records (4),1996,1996,8
Dirty Red Records,1988,1997,7
Dirty River Records,1997,1998,5
Dirty Rotten Records,1983,1984,8
Dirty Science Music,2001,2002,5
Dirty Skankin' Sounds,2002,2002,5
Dirty Thrash Records,2000,2004,7
Dirty Vinyl Records,2004,2005,10
Dirty White Records,2003,2003,7
Dirty Work Production,1999,1999,7
Dirtyassrocknroll Records,1991,1991,8
Dirtyhertz,2004,2005,5
Dis Cassettes,1982,1985,5
Dis'que tu veux,1982,1984,5
Dis-Cast D.L.,1993,1995,6
Dis-Stress Records,1994,1994,5
Disa U.S.A.,1980,1982,9
Disappear Here,1996,2002,7
Disaster Records (6),1999,1999,5
Disc Distributie,1991,1991,5
Disc Drive Records,1991,1992,5
Disc Eyes,1989,1997,7
Disc Lexia,1989,1995,6
Disc Marketing,1998,2000,5
Disc Milk,1997,2005,10
Disc' Az International,1980,1983,5
Discafa,1986,1996,7
Discant (3),1995,1999,10
"Discart, LLC",1996,1996,5
Discbleu,1995,1995,10
Dischi Del Triciclo,1999,2001,7
Dischi Impero,1990,1993,8
